"predecessor","predecessorcid","transformation","successor","successorcid","evidencedoi","evidenceref","sourcecomment","sourcecommentfull","datasetref","enzyme","datasetdoi","biosystem"
"Ifosfamide",3690,"Metabolism","2-Dechloroethylifosfamide","119105","PMID:11488525","PMID:11488525","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Humans"
"Ifosfamide",3690,"Metabolism","3-Dechloroethylifosfamide","114861","PMID:11408362","PMID:11408362","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Humans"
"Ifosfamide",3690,"Metabolism","3-Dechloroethylifosfamide","114861","PMID:11488525","PMID:11488525","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Humans"
"Ifosfamide",3690,"Metabolism","4-Hydroxyifosfamide","308171","PMID:11408362","PMID:11408362","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Humans"
"Ifosfamide",3690,"Metabolism","Palifosfamide","100427","PMID:11408362","PMID:11408362","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Humans"
"Ifosfamide",3690,"Oxidation","Acrolein","7847","NULL","IARC. Monographs on the Evaluation of the Carcinogenic Risk of Chemicals to Humans. Geneva: World Health Organization, International Agency for Research on Cancer, 1972-PRESENT. (Multivolume work). Available at: https://monographs.iarc.fr/ENG/Classification/index.php, p. V26 243 (1981)","HSDB","HSDB is a toxicology database that focuses on the toxicology of potentially hazardous chemicals. See https://pubchem.ncbi.nlm.nih.gov/source/11933","S68 | HSDBTPS | Transformation Products Extracted from HSDB Content in PubChem, validated by LCSB-ECI","NULL","10.5281/zenodo.3827487","Rodents and Dogs"
"iloperidone",71360,"Aliphatic Hydroxylation / Human Phase I","1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxyphenyl]-2-hydroxyethanone","18467218","10.1186/s13321-018-0324-5","PMID:9732390","MetXBioDB | SourceID: BIOTID00609","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2D6","10.5281/zenodo.4056560","Human"
"iloperidone",71360,"O-Demethylation / Human Phase I","1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]- propoxy]-3-hydroxyphenyl]ethanone","11742411","10.1186/s13321-018-0324-5","PMID:9732390","MetXBioDB | SourceID: BIOTID00608","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human"
"iloperidone",71360,"Reduction / Human Phase I","4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxy-a-methylbenzene methanol","9823904","10.1186/s13321-018-0324-5","PMID:9732390","MetXBioDB | SourceID: BIOTID00607","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1A2; CYP2E1; CYP3A4","10.5281/zenodo.4056560","Human"
"imatinib",5291,"N-dealkylation of alicyclic tertiary amine / Human Phase I","N-desmethylimatinib","9869737","10.1186/s13321-018-0324-5","Vol. 10, p. 230..","MetXBioDB | SourceID: BIOTID00610","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4; CYP2C8","10.5281/zenodo.4056560","Human"
"IMATINIB",5291,"N-demethylation","N-DEMETHYL-IMATINIB","9869737","10.1002/jms.1002","16470567","ChEMBL IDs (pred,succ,enzyme): CHEMBL941|CHEMBL3040018|CHEMBL2231","metid:1203; protacxns:P04798; geneids:1543","ChEMBL","Cytochrome P450 1A1",NA,NA
"IMATINIB",5291,"N-demethylation","N-DEMETHYL-IMATINIB","9869737","10.1002/jms.1002","16470567","ChEMBL IDs (pred,succ,enzyme): CHEMBL941|CHEMBL3040018|CHEMBL289","metid:1206; protacxns:P10635; geneids:1565","ChEMBL","Cytochrome P450 2D6",NA,NA
"IMATINIB",5291,"N-demethylation","N-DEMETHYL-IMATINIB","9869737","10.1002/jms.1002","16470567","ChEMBL IDs (pred,succ,enzyme): CHEMBL941|CHEMBL3040018|CHEMBL3356","metid:1207; protacxns:P05177; geneids:1544","ChEMBL","Cytochrome P450 1A2",NA,NA
"IMATINIB",5291,"N-demethylation","N-DEMETHYL-IMATINIB","9869737","10.1002/jms.1002","16470567","ChEMBL IDs (pred,succ,enzyme): CHEMBL941|CHEMBL3040018|CHEMBL3397","metid:1205; protacxns:P11712; geneids:1559","ChEMBL","Cytochrome P450 2C9",NA,NA
"IMATINIB",5291,"N-demethylation","N-DEMETHYL-IMATINIB","9869737","10.1002/jms.1002","16470567","ChEMBL IDs (pred,succ,enzyme): CHEMBL941|CHEMBL3040018|CHEMBL340","metid:1208; protacxns:P08684; geneids:1576","ChEMBL","Cytochrome P450 3A4",NA,NA
"IMATINIB",5291,"N-demethylation","N-DEMETHYL-IMATINIB","9869737","10.1002/jms.1002","16470567","ChEMBL IDs (pred,succ,enzyme): CHEMBL941|CHEMBL3040018|CHEMBL3622","metid:1204; protacxns:P33261; geneids:1557","ChEMBL","Cytochrome P450 2C19",NA,NA
"IMATINIB MESYLATE",123596,"NULL","N-(4-methyl-3-(4-(pyridin-3-yl)pyrimidin-2-ylamino)phenyl)-4-(piperazin-1-ylmethyl)benzamide methanesulfonate","10188302","10.1124/dmd.112.048017","23028140","ChEMBL IDs (pred,succ,enzyme): CHEMBL1642|CHEMBL2386594|NULL","metid:2649; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"imazalil",37175,"Environmental","1-(2,4-dichlorophenyl)2-imidazol-1-ylethanol","32232","10.1021/acs.est.1c00466","Menger, F. et al (2021); Identification of pesticide transformation products in surface water using suspect screening combined with national monitoring data, Environmental Science and Technology. DOI: 10.1021/acs.est.1c00466","10.5281/zenodo.4687924","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","NULL","10.5281/zenodo.4687924","soil"
"Imazalil",37175,"Environmental Transformation","R014821","32238","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imazamox",86137,"Environmental Transformation","CL 312622","132585357","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imazamox",86137,"Environmental Transformation","CL 354825","139595302","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"imidacloprid",86418,"Environmental","1-((6-chloro-3-pyridinyl)methyl)N-nitro-1H-imidazol-2-amine","14626249","10.1021/acs.est.1c00466","Menger, F. et al (2021); Identification of pesticide transformation products in surface water using suspect screening combined with national monitoring data, Environmental Science and Technology. DOI: 10.1021/acs.est.1c00466","10.5281/zenodo.4687924","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","NULL","10.5281/zenodo.4687924","soil"
"imidacloprid",86418,"Environmental","6-chloronicotinic acid","79222","10.1021/acs.est.1c00466","Menger, F. et al (2021); Identification of pesticide transformation products in surface water using suspect screening combined with national monitoring data, Environmental Science and Technology. DOI: 10.1021/acs.est.1c00466","10.5281/zenodo.4687924","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","S78 | SLUPESTTPS | Pesticides and TPs from SLU, Sweden","NULL","10.5281/zenodo.4687924","soil"
"imidacloprid",86287518,"Aliphatic Hydroxylation / Human Phase I","5-hydroxy-imidacloprid","136241533","10.1186/s13321-018-0324-5","PMID:12230409","MetXBioDB | SourceID: BIOTID00611","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human"
"imidacloprid",86287518,"Dehydrogenation / Human Phase I","olefin","137177223","10.1186/s13321-018-0324-5","PMID:12230409","MetXBioDB | SourceID: BIOTID00612","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human"
"imidacloprid",86287518,"Reduction of nitroimine / Human Phase I","1H-Imidazol-2-amine, 1-[(6-chloro-3-pyridinyl)methyl]-4,5-dihydro-N-nitroso-","183033","10.1186/s13321-018-0324-5","Schulz-Jander, D.A. and Casida, J.E. (2002). Imidacloprid insecticide metabolism: human cytochrome P450 isozymes differ in selectivity for imidazolidine oxidation versus nitroimine reduction. Toxicol. Lett., Vol. 132, No. 1, (65-70).","MetXBioDB | SourceID: BIOTID01403","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2B6; CYP2D6; CYP2E1; CYP3A4","10.5281/zenodo.4056560","Human"
"Imidacloprid",86418,"Desnitro","Imidacloprid-desnitro","10130527","10.1007/s13361-017-1797-6","Schollee et al, Similarity of High-Resolution Tandem Mass Spectrometry Spectra of Structurally Related Micropollutants and Transformation Products, J. Am. Soc. Mass Spectrom. 2017, 28, 12, 2692-2704.","Eawag","Eawag: Swiss Federal Institute for Aquatic Science and Technology (https://www.eawag.ch/en/)","S66 | EAWAGTPS | Parent-Transformation Product Pairs from Eawag | Parent-Transformation Product Pairs from Schollee et al 2017, Eawag.","NULL","10.5281/zenodo.3754449","NULL"
"Imidacloprid",86418,"Nitroguanidine derivative","Imidacloprid-urea","15390532","10.1007/s13361-017-1797-6","Schollee et al, Similarity of High-Resolution Tandem Mass Spectrometry Spectra of Structurally Related Micropollutants and Transformation Products, J. Am. Soc. Mass Spectrom. 2017, 28, 12, 2692-2704.","Eawag","Eawag: Swiss Federal Institute for Aquatic Science and Technology (https://www.eawag.ch/en/)","S66 | EAWAGTPS | Parent-Transformation Product Pairs from Eawag | Parent-Transformation Product Pairs from Schollee et al 2017, Eawag.","NULL","10.5281/zenodo.3754449","NULL"
"Imidacloprid",135541675,"Environmental Transformation","6-chloronicotinic-acid","79222","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imidacloprid",135541675,"Environmental Transformation","NTN33893-4-keto-urea","122226815","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imidacloprid",135541675,"Environmental Transformation","NTN33893-5-hydroxy","139596672","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imidacloprid",135541675,"Environmental Transformation","NTN33893-5-keto-urea","20114087","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imidacloprid",135541675,"Environmental Transformation","NTN33893-desnitro","10130527","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imidacloprid",135541675,"Environmental Transformation","NTN33893-nitrosimine","183033","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imidacloprid",135541675,"Environmental Transformation","NTN33893-olefine","136866805","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imidacloprid",135541675,"Environmental Transformation","NTN33893-ring-open-nitroguanidine","137137661","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imidacloprid",135541675,"Environmental Transformation","NTN33893-urea","15390532","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imidacloprid",135541675,"Environmental Transformation","NTN33893 - desnitro olefine","9815679","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","NULL","10.5281/zenodo.3544760","NULL"
"Imino cyclophosphamide",134773,"NULL","4-Glutathionyl cyclophosphamide","71317120","10.1111/j.1365-2125.2006.02690.x","16995867","ChEMBL IDs (pred,succ,enzyme): CHEMBL3706538|CHEMBL3706539|CHEMBL2081","metid:1791; protacxns:P09488; geneids:2944","ChEMBL","Glutathione S-transferase Mu 1",NA,NA
"Imino cyclophosphamide",134773,"NULL","4-Glutathionyl cyclophosphamide","71317120","10.1111/j.1365-2125.2006.02690.x","16995867","ChEMBL IDs (pred,succ,enzyme): CHEMBL3706538|CHEMBL3706539|CHEMBL2141","metid:1793; protacxns:P30711; geneids:2952","ChEMBL","Glutathione S-transferase theta 1",NA,NA
"Imino cyclophosphamide",134773,"NULL","4-Glutathionyl cyclophosphamide","71317120","10.1111/j.1365-2125.2006.02690.x","16995867","ChEMBL IDs (pred,succ,enzyme): CHEMBL3706538|CHEMBL3706539|CHEMBL3409","metid:1790; protacxns:P08263; geneids:2938","ChEMBL","Glutathione S-transferase A1",NA,NA
"Imino cyclophosphamide",134773,"NULL","4-Glutathionyl cyclophosphamide","71317120","10.1111/j.1365-2125.2006.02690.x","16995867","ChEMBL IDs (pred,succ,enzyme): CHEMBL3706538|CHEMBL3706539|CHEMBL3902","metid:1792; protacxns:P09211; geneids:2950","ChEMBL","Glutathione S-transferase Pi",NA,NA
"imipramine",3696,"Aromatic hydroxylation of fused benzene ring / Human Phase I","2-Hydroxyimipramine","108051","10.1186/s13321-018-0324-5","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985","MetXBioDB | SourceID: BIOTID00613","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C19; CYP2D6","10.5281/zenodo.4056560","Human"
"imipramine",3696,"N-dealkylation of acyclic tertiary amine / Human Phase I","Desipramine","2995","10.1186/s13321-018-0324-5","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985","MetXBioDB | SourceID: BIOTID00614","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C19; CYP2C18; CYP2D6; CYP1A2","10.5281/zenodo.4056560","Human"
"imipramine",3696,"N-glucuronidation of tertiary aliphatic amine / Human Phase II","Imipramine N-glucuronide","75162816","10.1186/s13321-018-0324-5","Green MD et al. (1998); Glucuronidation of amines and other xenobiotics catalyzed by expressed human UDP-glucuronosyltransferase 1A3; Drug Metab Dispos.; 26(6):507-12; PMID:9616184","MetXBioDB | SourceID: BIOTID01705","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT1A3","10.5281/zenodo.4056560","Human"
"INARIGIVIR SOPROXIL",24737742,"NULL","((2R,3S,5R)-5-(6-amino-9H-purin-9-yl)-3-hydroxytetrahydrofuran-2-yl)methyl(2R,3R,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-2-(hydroxymethyl)-4-methoxytetrahydrofuran-3-yl hydrogen phosphate","504581","10.1124/dmd.111.044446","22328581","ChEMBL IDs (pred,succ,enzyme): CHEMBL1076930|CHEMBL3526610|NULL","metid:2667; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"INARIGIVIR SOPROXIL",24737742,"NULL","INARIGIVIR","6912016","10.1124/dmd.111.044446","22328581","ChEMBL IDs (pred,succ,enzyme): CHEMBL1076930|CHEMBL1084430|NULL","metid:2666; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"Indacaterol",6918554,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-6-[(1R)-2-[(5,6-diethyl-2,3-dihydro-1H-inden-2-yl)amino]-1-(8-hydroxy-2-oxo-1H-quinolin-5-yl)ethoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","154699653","10.1186/s13321-018-0324-5","https://www.drugbank.ca/drugs/DB05039","MetXBioDB | SourceID: BIOTID01720","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human"
"INDACATEROL MALEATE",9827599,"NULL","(2S,3S,4S,5R,6R)-6-((5,6-diethyl-2,3-dihydro-1H-inden-2-yl)((R)-2-hydroxy-2-(8-hydroxy-2-oxo-1,2-dihydroquinolin-5-yl)ethyl)amino)-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid","118753263","10.1124/dmd.112.046151","22648561","ChEMBL IDs (pred,succ,enzyme): CHEMBL1789842|CHEMBL3527152|NULL","metid:2049; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"INDACATEROL MALEATE",9827599,"NULL","(2S,3S,4S,5R,6S)-6-(5-((R)-2-(5,6-diethyl-2,3-dihydro-1H-inden-2-ylamino)-1-hydroxyethyl)-2-oxo-1,2-dihydroquinolin-8-yloxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid","46887146","10.1124/dmd.112.046151","22648561","ChEMBL IDs (pred,succ,enzyme): CHEMBL1789842|CHEMBL1095305|NULL","metid:2053; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"INDACATEROL MALEATE",9827599,"NULL","2-(5,6-diethyl-2,3-dihydro-1H-inden-2-ylamino)acetic acid","118753264","10.1124/dmd.112.046151","22648561","ChEMBL IDs (pred,succ,enzyme): CHEMBL1789842|CHEMBL3527153|NULL","metid:2050; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"INDACATEROL MALEATE",9827599,"NULL","5-((1R)-2-(5-ethyl-6-(1-hydroxyethyl)-2,3-dihydro-1H-inden-2-ylamino)-1-hydroxyethyl)-8-hydroxyquinolin-2(1H)-one","118753103","10.1124/dmd.112.046151","22648561","ChEMBL IDs (pred,succ,enzyme): CHEMBL1789842|CHEMBL3526651|NULL","metid:2052; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"INDACATEROL MALEATE",9827599,"NULL","5-((1R)-2-(5-ethyl-6-(1-hydroxyethyl)-2,3-dihydro-1H-inden-2-ylamino)-1-hydroxyethyl)-8-hydroxyquinolin-2(1H)-one","118753103","10.1124/dmd.112.046151","22648561","ChEMBL IDs (pred,succ,enzyme): CHEMBL1789842|CHEMBL3526651|NULL","metid:2054; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"INDACATEROL MALEATE",9827599,"NULL","5,6-diethyl-2,3-dihydro-1H-inden-2-amine","10192615","10.1124/dmd.112.046151","22648561","ChEMBL IDs (pred,succ,enzyme): CHEMBL1789842|CHEMBL3527154|NULL","metid:2051; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"indinavir",5362440,"Aliphatic Hydroxylation / Human Phase I","1-[4-benzyl-5-[(2,3-dihydroxy-2,3-dihydro-1H-inden-1-yl)amino]-2-hydroxy-5-oxopentyl]-N-tert-butyl-4-(pyridin-3-ylmethyl)piperazine-2-carboxamide","73709638","10.1186/s13321-018-0324-5","PMID:9175724","MetXBioDB | SourceID: BIOTID00618","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human"
